id,category,subcategory,question,correct_answer,answer_display,unit,source,difficulty,LLaMA_3_3_70B,LLaMA_3_1_8B,LLaMA_4_Scout_17B,Qwen3_32B,OpenAI_OSS_20B,NVIDIA_Nemotron_120B,OpenAI_OSS_120B,Gemma_4_31B,MiniMax_M2_5,Baidu_CoBuddy,LiquidAI_Instruct,OpenAI_OSS_20B_OR,Owl_Alpha,Free_Router
Q171,India vs Global,Life Expectancy,Does India or Pakistan have a higher life expectancy at birth?,India,Pakistan (67.799) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q172,India vs Global,Life Expectancy,Which country has higher life expectancy — India or Bangladesh?,Bangladesh,Bangladesh (74.93) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q173,India vs Global,Life Expectancy,Between India and Bangladesh which country has a longer average lifespan?,Bangladesh,Bangladesh (74.93) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q174,India vs Global,Life Expectancy,Does India or Bangladesh have a higher life expectancy at birth?,Bangladesh,Bangladesh (74.93) vs India (72.235),country name,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q175,India vs Global,Mortality,Which country has a lower infant mortality rate — India or China?,China,China (16.25) vs India (23.3),country name,WHO/World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q176,India vs Global,Mortality,"Between India and China which has fewer infant deaths per 1,000 live births?",China,China (16.25) vs India (23.3),country name,WHO/World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q177,India vs Global,Mortality,Does India or China have a better infant survival rate?,China,China (16.25) vs India (23.3),country name,WHO/World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q178,India vs Global,Mortality,Which country has a lower infant mortality rate — India or USA?,USA,USA (16.63) vs India (23.3),country name,WHO/World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q179,India vs Global,Mortality,"Between India and USA which has fewer infant deaths per 1,000 live births?",USA,USA (16.63) vs India (23.3),country name,WHO/World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q180,India vs Global,Mortality,Does India or USA have a better infant survival rate?,USA,USA (16.63) vs India (23.3),country name,WHO/World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q181,Hallucination Traps,Temporal,Is India's current life expectancy above or below 70 years according to World Bank?,Above 70,Above 70 — actual value: 72.235,above/below 70,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q182,Hallucination Traps,Temporal,Has India's life expectancy crossed 75 years yet according to World Bank latest data?,No,No — actual value: 72.2,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q183,Hallucination Traps,Factual,Has India achieved above 90% measles vaccination coverage according to World Bank?,Yes,Yes — actual value: 97.0%,yes/no,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q184,Hallucination Traps,Factual,"Does India have more than 100 TB cases per 100,000 population according to World Bank?",Yes,"Yes — actual: 187.0 per 100,000",yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q185,Hallucination Traps,Comparison,Does India have higher life expectancy than Pakistan according to World Bank?,Yes,India (72.235) vs Pakistan (67.799),yes/no,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q186,Hallucination Traps,Comparison,"Does India have more hospital beds per 1,000 people than China?",No,India (1.59) vs China (5.63),yes/no,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q187,Hallucination Traps,Numerical,"Does India have more than 2 hospital beds per 1,000 population?",No,No — actual: 1.59,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q188,Hallucination Traps,Numerical,"Is India's hospital bed density above 3 per 1,000 population?",No,No — actual: 1.59,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q189,Hallucination Traps,Numerical,Does the USA spend more than 15% of its GDP on healthcare?,Yes,Yes — actual: 16.69%,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q190,Hallucination Traps,Numerical,Does India spend more than 5% of its GDP on healthcare?,No,No — actual: 3.34%,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q191,Hallucination Traps,Numerical,"Is India's infant mortality rate below 30 per 1,000 live births according to World Bank?",Yes,Yes — actual: 23.3,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q192,Hallucination Traps,Comparison,Is India's infant mortality rate higher than USA's?,Yes,India (23.3) vs USA (16.63),yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q193,Ranking Questions,Disease Cases,"Which country has the highest total disease case count as of May 13, 2026?",USA,"USA with 111,820,082 cases",country name,disease.sh,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q194,Ranking Questions,Disease Cases,"Which country ranks second in total disease cases globally as of May 13, 2026?",India,"India with 45,035,393 cases",country name,disease.sh,Hard,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q195,Ranking Questions,Disease Cases,"Which country ranks third in total disease cases globally as of May 13, 2026?",France,"France with 40,138,560 cases",country name,disease.sh,Hard,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q196,Ranking Questions,Disease Cases,"Which country among USA, India, Brazil has the most disease cases as of May 13, 2026?",USA,"Based on: USA=111,820,082, India=45,035,393, Brazil=38,743,918",country name,disease.sh,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
Q197,Ranking Questions,Disease Cases,"Between France and Germany which country has more total disease cases as of May 13, 2026?",France,"France=40,138,560, Germany=38,828,995",country name,disease.sh,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u"
