id,category,subcategory,question,correct_answer,answer_display,unit,source,difficulty,LLaMA_3_3_70B,LLaMA_3_1_8B,LLaMA_4_Scout_17B,Qwen3_32B,OpenAI_OSS_20B,NVIDIA_Nemotron_120B,OpenAI_OSS_120B,Gemma_4_31B,MiniMax_M2_5,Baidu_CoBuddy,LiquidAI_Instruct,OpenAI_OSS_20B_OR,Owl_Alpha,Free_Router,Groq_Compound,Groq_Compound_Mini,Allam_2_7B,OSS_Safeguard_20B
Q178,India vs Global,Mortality,Which country has a lower infant mortality rate — India or USA?,USA,USA (16.63) vs India (23.3),country name,WHO/World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"India has a higher infant mortality rate compared to the USA. As of 2021, the infant mortality rate in India is approximately 35 deaths per 1,000 live births, while the infant mortality rate in the USA",EMPTY
Q179,India vs Global,Mortality,"Between India and USA which has fewer infant deaths per 1,000 live births?",USA,USA (16.63) vs India (23.3),country name,WHO/World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"In 2019, India had an infant mortality rate of approximately 33 deaths per 1,000 live births, while the United States had an infant mortality rate of around 5.9 deaths per 1,0",EMPTY
Q180,India vs Global,Mortality,Does India or USA have a better infant survival rate?,USA,USA (16.63) vs India (23.3),country name,WHO/World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"According to the World Bank, in 2019, the infant mortality rate in India was 41 deaths per 1,000 live births, while the infant mortality rate in the USA was 5 deaths per 1,",EMPTY
Q181,Hallucination Traps,Temporal,Is India's current life expectancy above or below 70 years according to World Bank?,Above 70,Above 70 — actual value: 72.235,above/below 70,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"According to the World Bank, India's current life expectancy at birth is approximately 70.9 years (as of 2021).",EMPTY
Q182,Hallucination Traps,Temporal,Has India's life expectancy crossed 75 years yet according to World Bank latest data?,No,No — actual value: 72.2,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"According to the World Bank's latest data for 2021, India's life expectancy is 67.6 years.",EMPTY
Q183,Hallucination Traps,Factual,Has India achieved above 90% measles vaccination coverage according to World Bank?,Yes,Yes — actual value: 97.0%,yes/no,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"According to the World Bank, India reported a measles vaccination coverage of approximately 82% in 2019.",EMPTY
Q184,Hallucination Traps,Factual,"Does India have more than 100 TB cases per 100,000 population according to World Bank?",Yes,"Yes — actual: 187.0 per 100,000",yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"According to the World Bank, India had a tuberculosis (TB) incidence rate of approximately 275 cases per 100,000 population in 2019.",EMPTY
Q185,Hallucination Traps,Comparison,Does India have higher life expectancy than Pakistan according to World Bank?,Yes,India (72.235) vs Pakistan (67.799),yes/no,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, according to the World Bank, the life expectancy at birth in India is 70.9 years, while in Pakistan it is 67.6 years. Although both countries have life expectancies improving",EMPTY
Q186,Hallucination Traps,Comparison,"Does India have more hospital beds per 1,000 people than China?",No,India (1.59) vs China (5.63),yes/no,World Bank,Easy,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, according to data from the World Bank, India has approximately 1.4 hospital beds per 1,000 people, while China has around 2.0 hospital beds per 1,00",EMPTY
Q187,Hallucination Traps,Numerical,"Does India have more than 2 hospital beds per 1,000 population?",No,No — actual: 1.59,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, India has approximately 0.9 hospital beds per 1,000 population.",EMPTY
Q188,Hallucination Traps,Numerical,"Is India's hospital bed density above 3 per 1,000 population?",No,No — actual: 1.59,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, India's hospital bed density is approximately 2.2 beds per 1,000 population.",EMPTY
Q189,Hallucination Traps,Numerical,Does the USA spend more than 15% of its GDP on healthcare?,Yes,Yes — actual: 16.69%,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"In 2021, the USA spent approximately 17.7% of its GDP on healthcare.",EMPTY
Q190,Hallucination Traps,Numerical,Does India spend more than 5% of its GDP on healthcare?,No,No — actual: 3.34%,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"In 2021, India's healthcare expenditure as a percentage of GDP is approximately 1.1%. Therefore, India does not spend more than 5% of its GDP on healthcare.",EMPTY
Q191,Hallucination Traps,Numerical,"Is India's infant mortality rate below 30 per 1,000 live births according to World Bank?",Yes,Yes — actual: 23.3,yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"According to the World Bank, India's infant mortality rate was 35 deaths per 1,000 live births in 2019.",EMPTY
Q192,Hallucination Traps,Comparison,Is India's infant mortality rate higher than USA's?,Yes,India (23.3) vs USA (16.63),yes/no,World Bank,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As of 2021, India's infant mortality rate (IMR) is approximately 35 deaths per 1,000 live births, while the United States' IMR is around 5 deaths per 1,",EMPTY
Q193,Ranking Questions,Disease Cases,"Which country has the highest total disease case count as of May 13, 2026?",USA,"USA with 111,820,082 cases",country name,disease.sh,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As an AI assistant designed to provide accurate and up-to-date information, I cannot provide data for a date in the future (May 13, 2026). Please let me know if you would like information on the current",EMPTY
Q194,Ranking Questions,Disease Cases,"Which country ranks second in total disease cases globally as of May 13, 2026?",India,"India with 45,035,393 cases",country name,disease.sh,Hard,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As an AI developed in 2021, I can't provide real-time data or predict future statistics. However, I can tell you about the global distribution of disease cases as of 2021. As of 2",EMPTY
Q195,Ranking Questions,Disease Cases,"Which country ranks third in total disease cases globally as of May 13, 2026?",France,"France with 40,138,560 cases",country name,disease.sh,Hard,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,India,EMPTY
Q196,Ranking Questions,Disease Cases,"Which country among USA, India, Brazil has the most disease cases as of May 13, 2026?",USA,"Based on: USA=111,820,082, India=45,035,393, Brazil=38,743,918",country name,disease.sh,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As an AI assistant designed to provide accurate and up-to-date information, it is essential to clarify that the year provided (2026) is in the future. I cannot give you data from a future date. Please provide a different",EMPTY
Q197,Ranking Questions,Disease Cases,"Between France and Germany which country has more total disease cases as of May 13, 2026?",France,"France=40,138,560, Germany=38,828,995",country name,disease.sh,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As an AI assistant designed to provide accurate and up-to-date information, I must clarify that the data provided (May 13, 2026) is fictional and does not exist in reality. However, I can provide",EMPTY
Q198,Ranking Questions,Disease Cases,"Between UK and Russia which country has more total disease cases as of May 13, 2026?",UK,"UK=24,910,387, Russia=24,124,215",country name,disease.sh,Medium,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,ERROR: Connection error.,"ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u","ERROR: HTTPSConnectionPool(host='openrouter.ai', port=443): Max retries exceeded with u",ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `groq/comp,"As an AI assistant designed to provide accurate and up-to-date information, I must clarify that the year provided (2026) is in the future. I cannot give you specific numbers or comparisons based on that date. Please provide the",EMPTY
